Insect species,Plant species,Pollen grains
Apis mellifera,Erica cinerea,703
Apis mellifera,Ulex minor,754
Apis mellifera,Calluna vulgaris,757.8
Bombus lucorum/terrestris,Calluna vulgaris,767
Bombus lucorum/terrestris,Calluna vulgaris,775
Apis mellifera,Calluna vulgaris,792
Bombus lucorum/terrestris,Erica cinerea,831
Apis mellifera,Calluna vulgaris,855.5
Bombus lucorum/terrestris,Ulex minor,888
Bombus jonellus,Ulex minor,905
Apis mellifera,Calluna vulgaris,907
Bombus lucorum/terrestris,Ulex minor,933
Apis mellifera,Calluna vulgaris,939
Apis mellifera,Calluna vulgaris,969
Bombus lucorum/terrestris,Erica tetralix,977
Apis mellifera,Calluna vulgaris,1012
Bombus lucorum/terrestris,Calluna vulgaris,1016
Bombus lucorum/terrestris,Erica tetralix,1056
Bombus lucorum/terrestris,Erica tetralix,1069
Bombus lucorum/terrestris,Calluna vulgaris,1079
Apis mellifera,Calluna vulgaris,1152
Apis mellifera,Calluna vulgaris,1248
Bombus lucorum/terrestris,Ulex minor,1360
Bombus lucorum/terrestris,Ulex minor,1386
Apis mellifera,Calluna vulgaris,1391
Bombus lucorum/terrestris,Calluna vulgaris,1439
Bombus pascuorum,Ulex minor,1446
Apis mellifera,Ulex minor,1506
Bombus lucorum/terrestris,Erica tetralix,1592
Apis mellifera,Calluna vulgaris,1710
Bombus lucorum/terrestris,Erica tetralix,1716
Bombus humilis,Calluna vulgaris,1752
Colletes succinctus,Calluna vulgaris,1926
Bombus lucorum/terrestris,Erica tetralix,1959
Bombus lucorum/terrestris,Calluna vulgaris,2304
Bombus lucorum/terrestris,Calluna vulgaris,3180
Metasyrphus corollae,Calluna vulgaris,5
Platycheirus scutatus,Calluna vulgaris,5
Bombus lucorum/terrestris,Erica tetralix,5
Bombus lucorum/terrestris,Erica tetralix,5
Bombus lapidarius,Erica tetralix,5
Bombus lucorum/terrestris,Ulex minor,5
Metasyrphus corollae,Circium palustre,5
Apis mellifera,Erica tetralix,5
Bombus lucorum/terrestris,Ulex minor,5
Apis mellifera,Ulex minor,5
Eristalis tenax,Calluna vulgaris,5
Aglais urticae,Calluna vulgaris,5
Bombus lucorum/terrestris,Ulex minor,5
Apis mellifera,Erica tetralix,5.4
Apis mellifera,Erica cinerea,6
Bombus lucorum/terrestris,Erica cinerea,6
Apis mellifera,Erica tetralix,6
Bombus lucorum/terrestris,Erica tetralix,6
Bombus lucorum/terrestris,Ulex minor,6
Epistrophe grossulariae,Ulex minor,6
Apis mellifera,Erica cinerea,6
Apis mellifera,Ulex minor,6
Apis mellifera,Ulex minor,6
Apis mellifera,Ulex minor,6
Apis mellifera,Ulex minor,6
Bombus lucorum/terrestris,Erica cinerea,6
Apis mellifera,Ulex minor,6.9
Formica fusca,Calluna vulgaris,7
Apis mellifera,Calluna vulgaris,7
Bombus lucorum/terrestris,Erica cinerea,7
Apis mellifera,Calluna vulgaris,7
Episyrphus balteatus,Calluna vulgaris,7
Episyrphus balteatus,Calluna vulgaris,7
Metasyrphus corollae,Calluna vulgaris,7
Apis mellifera,Ulex minor,7
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Ulex minor,7.8
Bombus lucorum/terrestris,Erica tetralix,8
Bombus lapidarius,Erica cinerea,8
Apis mellifera,Ulex minor,8
Bombus lucorum/terrestris,Erica cinerea,8
Aglais urticae,Calluna vulgaris,8
Metasyrphus corollae,Calluna vulgaris,8
Bombus lucorum/terrestris,Ulex europaeus,8
Apis mellifera,Erica tetralix,8
Apis mellifera,Erica cinerea,8
Apis mellifera,Erica cinerea,8.4
Apis mellifera,Erica cinerea,8.4
Apis mellifera,Erica cinerea,8.4
Apis mellifera,Erica cinerea,8.4
Apis mellifera,Erica cinerea,9
Apis mellifera,Erica cinerea,9
Bombus lucorum/terrestris,Erica cinerea,9
Apis mellifera,Calluna vulgaris,9
Machimus atricapillus,Calluna vulgaris,9
Apis mellifera,Calluna vulgaris,9
Episyrphus balteatus,Calluna vulgaris,9
Bombus lapidarius,Erica cinerea,9
Bombus lucorum/terrestris,Erica cinerea,9
Apis mellifera,Erica cinerea,10
Bombus lucorum/terrestris,Calluna vulgaris,10
Bombus lucorum/terrestris,Erica tetralix,10
Cerceris arenaria,Erica tetralix,10
Apis mellifera,Ulex minor,10
Apis mellifera,Calluna vulgaris,10
Helophilus pendulus,Ulex europaeus,10
Apis mellifera,Erica cinerea,10
Bombus lucorum/terrestris,Erica tetralix,10
Apis mellifera,Calluna vulgaris,10
Apis mellifera,Erica cinerea,11
Bombus lapidarius,Erica cinerea,11
Linnaemyia vulpina,Erica cinerea,11
Apis mellifera,Erica cinerea,11
Apis mellifera,Calluna vulgaris,11
Bombus lapidarius,Senecio jacobaea,12
Bombus lapidarius,Calluna vulgaris,12
Bombus lapidarius,Erica cinerea,12
Bombus lucorum/terrestris,Calluna vulgaris,13
Apis mellifera,Ulex minor,13
Epistrophe grossulariae,Calluna vulgaris,13
Apis mellifera,Calluna vulgaris,13
Apis mellifera,Calluna vulgaris,13
Apis mellifera,Calluna vulgaris,13
Bombus lapidarius,Erica cinerea,14
Bombus lapidarius,Erica tetralix,14
Apis mellifera,Ulex minor,14
Bombus lucorum/terrestris,Calluna vulgaris,15
Apis mellifera,Calluna vulgaris,15
Bombus pascuorum,Ulex minor,15
Apis mellifera,Erica cinerea,16
Apis mellifera,Erica cinerea,16
Bombus lucorum/terrestris,Erica cinerea,16
Apis mellifera,Erica cinerea,17
Bombus lucorum/terrestris,Erica cinerea,17
Apis mellifera,Erica cinerea,17.4
Bombus lapidarius,Erica cinerea,18
Apis mellifera,Erica cinerea,18
Apis mellifera,Erica cinerea,19
Apis mellifera,Calluna vulgaris,19
Apis mellifera,Calluna vulgaris,19
Apis mellifera,Erica cinerea,19
Apis mellifera,Erica cinerea,20
Apis mellifera,Erica cinerea,20
Apis mellifera,Erica cinerea,20
Apis mellifera,Erica cinerea,20
Eristalis tenax,Calluna vulgaris,20
Apis mellifera,Erica tetralix,20
Metasyrphus corollae,Calluna vulgaris,20
Apis mellifera,Erica cinerea,21
Bombus lucorum/terrestris,Calluna vulgaris,21
Apis mellifera,Erica cinerea,21
Apis mellifera,Erica cinerea,21
Episyrphus balteatus,Calluna vulgaris,21
Apis mellifera,Calluna vulgaris,21
Episyrphus balteatus,Erica cinerea,21
Apis mellifera,Erica cinerea,22
Bombus lapidarius,Erica tetralix,22
Myathropa florea,Ulex europaeus,22
Bombus lucorum/terrestris,Erica cinerea,22
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Apis mellifera,Erica cinerea,23.6
Bombus lucorum/terrestris,Ulex minor,24
Apis mellifera,Calluna vulgaris,24
Calliphora vicina,Ulex europaeus,24
Episyrphus balteatus,Calluna vulgaris,24
Bombus pascuorum,Erica cinerea,24
Apis mellifera,Erica cinerea,25
Bombus lucorum/terrestris,Erica tetralix,26
Bombus lapidarius,Calluna vulgaris,26
Bombus lucorum/terrestris,Erica cinerea,27
Cerceris arenaria,Calluna vulgaris,27
Bombus lapidarius,Ulex minor,27
Apis mellifera,Calluna vulgaris,27
Apis mellifera,Calluna vulgaris,27
Apis mellifera,Calluna vulgaris,27
Bombus lapidarius,Erica cinerea,27
Apis mellifera,Calluna vulgaris,27
Apis mellifera,Calluna vulgaris,27
Apis mellifera,Calluna vulgaris,27
Apis mellifera,Calluna vulgaris,27
Apis mellifera,Erica cinerea,29
Apis mellifera,Erica cinerea,29
Bombus lapidarius,Erica tetralix,29
Episyrphus balteatus,Calluna vulgaris,29
Eristalis tenax,Erica cinerea,29
Apis mellifera,Calluna vulgaris,29
Bombus lucorum/terrestris,Calluna vulgaris,30
Apis mellifera,Erica cinerea,30
Apis mellifera,Ulex minor,30
Metasyrphus corollae,Calluna vulgaris,30
Bombus lucorum/terrestris,Ulex europaeus,31
Bombus lucorum/terrestris,Erica cinerea,31
Bombus lucorum/terrestris,Erica cinerea,31.6
Bombus lucorum/terrestris,Erica cinerea,31.6
Bombus lucorum/terrestris,Erica cinerea,31.6
Bombus lucorum/terrestris,Erica cinerea,31.6
Bombus lucorum/terrestris,Erica cinerea,31.6
Bombus lucorum/terrestris,Erica cinerea,31.6
Bombus lucorum/terrestris,Calluna vulgaris,32
Apis mellifera,Erica tetralix,32
Bombus lapidarius,Erica tetralix,32
Episyrphus balteatus,Calluna vulgaris,32
Apis mellifera,Calluna vulgaris,32
Apis mellifera,Calluna vulgaris,32
Bombus lapidarius,Erica cinerea,33
Sarcophaga indet.,Calluna vulgaris,33
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Erica cinerea,34
Epistrophe grossulariae,Calluna vulgaris,35
Episyrphus balteatus,Calluna vulgaris,37
Bombus lucorum/terrestris,Erica cinerea,38
Apis mellifera,Calluna vulgaris,38
Apis mellifera,Erica cinerea,38.4
Bombus lapidarius,Erica cinerea,39
Bombus lucorum/terrestris,Calluna vulgaris,41
Bombus lucorum/terrestris,Erica tetralix,41
Apis mellifera,Erica cinerea,41
Apis mellifera,Calluna vulgaris,41
Bombus lucorum/terrestris,Erica cinerea,42
Bombus lucorum/terrestris,Erica cinerea,42
Bombus lucorum/terrestris,Erica cinerea,42
Apis mellifera,Calluna vulgaris,43
Apis mellifera,Erica tetralix,43
Apis mellifera,Erica cinerea,44
Calliphora vicina,Calluna vulgaris,45
Apis mellifera,Calluna vulgaris,46
Episyrphus balteatus,Calluna vulgaris,46
Bombus lucorum/terrestris,Calluna vulgaris,47.3
Bombus lucorum/terrestris,Calluna vulgaris,47.3
Bombus lucorum/terrestris,Calluna vulgaris,47.3
Bombus lucorum/terrestris,Calluna vulgaris,47.3
Bombus lucorum/terrestris,Calluna vulgaris,47.3
Bombus lucorum/terrestris,Calluna vulgaris,47.3
Eristalis tenax,Erica cinerea,48
Apis mellifera,Calluna vulgaris,49
Bombus lucorum/terrestris,Erica tetralix,50.8
Bombus lucorum/terrestris,Erica tetralix,50.8
Bombus lucorum/terrestris,Erica tetralix,50.8
Bombus lucorum/terrestris,Erica tetralix,50.8
Bombus lucorum/terrestris,Erica tetralix,50.8
Bombus lucorum/terrestris,Erica tetralix,50.8
Apis mellifera,Erica cinerea,51
Apis mellifera,Ulex minor,51
Bombus lucorum/terrestris,Erica cinerea,52
Episyrphus balteatus,Calluna vulgaris,52
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Bombus lucorum/terrestris,Erica cinerea,52.4
Eristalis tenax,Calluna vulgaris,54
Episyrphus balteatus,Calluna vulgaris,54
Apis mellifera,Erica tetralix,56
Apis mellifera,Calluna vulgaris,56
Epistrophe grossulariae,Calluna vulgaris,57
Apis mellifera,Erica tetralix,58
Calliphora vicina,Calluna vulgaris,63
Bombus lucorum/terrestris,Ulex minor,66
Myathropa florea,Calluna vulgaris,66
Apis mellifera,Erica cinerea,67
Apis mellifera,Calluna vulgaris,67.3
Apis mellifera,Calluna vulgaris,67.3
Apis mellifera,Calluna vulgaris,67.3
Apis mellifera,Calluna vulgaris,67.3
Bombus lucorum/terrestris,Erica cinerea,70
Apis mellifera,Erica cinerea,72
Episyrphus balteatus,Ulex minor,72
Linnaemyia vulpina,Calluna vulgaris,73
Bombus lucorum/terrestris,Erica cinerea,74
Apis mellifera,Erica cinerea,74
Epistrophe grossulariae,Calluna vulgaris,76
Bombus lucorum/terrestris,Erica cinerea,77
Episyrphus balteatus,Calluna vulgaris,78
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Apis mellifera,Erica tetralix,80
Apis mellifera,Erica cinerea,81
Apis mellifera,Erica cinerea,82
Bombus lapidarius,Erica cinerea,83
Bombus lapidarius,Calluna vulgaris,89
Bombus lucorum/terrestris,Erica cinerea,92
Bombus lucorum/terrestris,Erica cinerea,93
Apis mellifera,Erica cinerea,93
Apis mellifera,Erica tetralix,96
Apis mellifera,Erica tetralix,99.9
Apis mellifera,Erica tetralix,99.9
Apis mellifera,Erica tetralix,99.9
Apis mellifera,Erica tetralix,99.9
Apis mellifera,Erica tetralix,99.9
Apis mellifera,Erica tetralix,99.9
Apis mellifera,Erica tetralix,99.9
Apis mellifera,Erica cinerea,102
Epistrophe grossulariae,Calluna vulgaris,108
Apis mellifera,Calluna vulgaris,116
Bombus lucorum/terrestris,Calluna vulgaris,116
Bombus lucorum/terrestris,Calluna vulgaris,118
Apis mellifera,Calluna vulgaris,118
Bombus lucorum/terrestris,Ulex minor,121
Apis mellifera,Calluna vulgaris,125
Eristalis abusivus,Calluna vulgaris,127
Bombus lucorum/terrestris,Calluna vulgaris,128
Bombus lucorum/terrestris,Ulex europaeus,129
Bombus lucorum/terrestris,Erica tetralix,129
Bombus lapidarius,Calluna vulgaris,130
Bombus lucorum/terrestris,Ulex minor,137
Apis mellifera,Calluna vulgaris,142
Bombus lucorum/terrestris,Ulex minor,143
Calliphora vicina,Calluna vulgaris,152
Eristalis abusivus,Ulex minor,154
Eristalis tenax,Calluna vulgaris,161
Apis mellifera,Erica cinerea,167
Apis mellifera,Erica cinerea,169
Apis mellifera,Erica cinerea,172
Apis mellifera,Erica cinerea,175
Bombus lucorum/terrestris,Calluna vulgaris,178
Bombus lucorum/terrestris,Erica tetralix,184
Apis mellifera,Calluna vulgaris,184
Apis mellifera,Erica cinerea,190
Apis mellifera,Erica cinerea,202
Apis mellifera,Erica cinerea,202
Apis mellifera,Erica cinerea,202
Apis mellifera,Erica cinerea,202
Apis mellifera,Erica cinerea,202
Apis mellifera,Erica cinerea,202
Apis mellifera,Erica cinerea,202
Bombus pascuorum,Calluna vulgaris,204
Apis mellifera,Erica tetralix,206
Bombus lucorum/terrestris,Calluna vulgaris,206
Bombus lucorum/terrestris,Calluna vulgaris,226
Apis mellifera,Calluna vulgaris,237
Metasyrphus corollae,Calluna vulgaris,249
Bombus lucorum/terrestris,Calluna vulgaris,267
Bombus lucorum/terrestris,Calluna vulgaris,276
Bombus lucorum/terrestris,Erica cinerea,277
Apis mellifera,Calluna vulgaris,289
Apis mellifera,Calluna vulgaris,301
Bombus lucorum/terrestris,Calluna vulgaris,309
Apis mellifera,Calluna vulgaris,318
Bombus lucorum/terrestris,Calluna vulgaris,320
Apis mellifera,Calluna vulgaris,327
Bombus lucorum/terrestris,Calluna vulgaris,332
Apis mellifera,Calluna vulgaris,333
Bombus jonellus,Calluna vulgaris,337
Bombus lucorum/terrestris,Calluna vulgaris,347
Apis mellifera,Calluna vulgaris,349
Apis mellifera,Calluna vulgaris,358
Bombus lucorum/terrestris,Calluna vulgaris,359
Bombus lucorum/terrestris,Calluna vulgaris,385
Apis mellifera,Erica cinerea,386
Sericomyia silentis,Calluna vulgaris,386
Bombus lucorum/terrestris,Calluna vulgaris,394
Apis mellifera,Calluna vulgaris,402
Bombus lucorum/terrestris,Calluna vulgaris,407
Apis mellifera,Calluna vulgaris,410
Apis mellifera,Calluna vulgaris,423
Apis mellifera,Calluna vulgaris,451
Apis mellifera,Calluna vulgaris,473
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,499
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Bombus lucorum/terrestris,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Bombus lucorum/terrestris,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Calluna vulgaris,516
Apis mellifera,Erica cinerea,524
Apis mellifera,Calluna vulgaris,528
Apis mellifera,Calluna vulgaris,532
Apis mellifera,Calluna vulgaris,540
Bombus lucorum/terrestris,Calluna vulgaris,542
Apis mellifera,Calluna vulgaris,551
Apis mellifera,Calluna vulgaris,551
Bombus lucorum/terrestris,Calluna vulgaris,557
Apis mellifera,Calluna vulgaris,558
Apis mellifera,Erica tetralix,561
Bombus lucorum/terrestris,Calluna vulgaris,573
Apis mellifera,Calluna vulgaris,576
Apis mellifera,Calluna vulgaris,603
Bombus lucorum/terrestris,Calluna vulgaris,611
Bombus lucorum/terrestris,Calluna vulgaris,615
Bombus lucorum/terrestris,Calluna vulgaris,616
Bombus lucorum/terrestris,Calluna vulgaris,619
Colletes succinctus,Ulex minor,629
Apis mellifera,Calluna vulgaris,637
Apis mellifera,Calluna vulgaris,641.3
Apis mellifera,Calluna vulgaris,649
Bombus pascuorum,Calluna vulgaris,659
Bombus lapidarius,Calluna vulgaris,671
Bombus lucorum/terrestris,Calluna vulgaris,693
Apis mellifera,Calluna vulgaris,711
Bombus lucorum/terrestris,Calluna vulgaris,725
Apis mellifera,Calluna vulgaris,731
Apis mellifera,Calluna vulgaris,745
Bombus lucorum/terrestris,Calluna vulgaris,760
Bombus lapidarius,Calluna vulgaris,785
Bombus pascuorum,Calluna vulgaris,791
Apis mellifera,Calluna vulgaris,802
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,808.8
Bombus lucorum/terrestris,Calluna vulgaris,828
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Bombus lucorum/terrestris,Calluna vulgaris,841.8
Eristalis tenax,Calluna vulgaris,920
Bombus lucorum/terrestris,Calluna vulgaris,935
Bombus lucorum/terrestris,Calluna vulgaris,949
Colletes succinctus,Calluna vulgaris,1017
Apis mellifera,Calluna vulgaris,1027
Apis mellifera,Calluna vulgaris,1070
Apis mellifera,Erica cinerea,1141
Apis mellifera,Calluna vulgaris,1150
Apis mellifera,Erica cinerea,1203
Bombus lucorum/terrestris,Calluna vulgaris,1206
Bombus lucorum/terrestris,Calluna vulgaris,1221
Bombus lucorum/terrestris,Calluna vulgaris,1224
Colletes succinctus,Calluna vulgaris,1390
Colletes succinctus,Calluna vulgaris,1596
Apis mellifera,Calluna vulgaris,1608
Apis mellifera,Calluna vulgaris,1785
Colletes succinctus,Calluna vulgaris,1949
Apis mellifera,Calluna vulgaris,2063
Apis mellifera,Calluna vulgaris,2068
Colletes succinctus,Calluna vulgaris,2542
Colletes succinctus,Calluna vulgaris,3825
Bombus lucorum/terrestris,Calluna vulgaris,3963
Meligethes spp.,Asteraceae group I,10
Oedemera lurida,Centaurea nigra,40
Oedemera lurida,Asteraceae group I,270
Oedemera lurida,Lotus corniculatus,5
Oedemera nobilis,Asteraceae group I,57
Oedemera nobilis,Centaurea nigra,17
Oedemera nobilis,Ranunuculus group I,766
Oedemera nobilis,Taraxacum officinalis Agg.,7
Anthomyiidae spp.,Asteraceae group I,173
Anthomyiidae spp.,Ranunuculus group I,19
Cheilosia intonsa,Asteraceae group I,1113
Cheilosia intonsa,Centaurea nigra,28
Cheilosia intonsa,Ranunuculus group I,597
Cheilosia intonsa,Taraxacum officinalis Agg.,86
Cheilosia intonsa,Trifolium pratense,8
Coenosia tignina,Ranunuculus group I,10
Eristalis tenax,Carduus acanthoides,10
Eristalis tenax,Centaurea nigra,2926
Eristalis tenax,Lotus corniculatus,59
Eristalis tenax,Ranunuculus group I,48
Eristalis tenax,Taraxacum officinalis Agg.,25
Eristalis tenax,Trifolium pratense,31
Eristalis tenax,Trifolium repens,27
Eristalis tenax,Unknown,10
Heligophagella crassimargo,Asteraceae group I,19
Heligophagella crassimargo,Daucus carota,242
Heligophagella crassimargo,Trifolium pratense,8
Heligophagella sp.,Asteraceae group I,124
Heligophagella sp.,Bellis perennis,20
Heligophagella sp.,Leucanthemum vulgare,15
Heligophagella sp.,Ranunuculus group I,5
Lejagaster metallima,Asteraceae group I,24
Lejagaster metallima,Centaurea nigra,6
Lejagaster metallima,Ranunuculus group I,2099
Metasyrphus luniger,Asteraceae group I,406
Metasyrphus luniger,Trifolium pratense,8
Pollenia rudis,Centaurea nigra,6
Pollenia rudis,Daucus carota,45
Pollenia rudis,Ranunuculus group I,6
Rhagio tringarius,Asteraceae group I,2616
Rhagio tringarius,Ranunuculus group I,21
Scopeuma stercorarium,Asteraceae group I,98
Scopeuma stercorarium,Heracleum sphondylium,9
Scopeuma stercorarium,Leucanthemum vulgare,102
Scopeuma stercorarium,Lotus corniculatus,5
Scopeuma stercorarium,Medigaco lupulina,9
Scopeuma stercorarium,Ranunuculus group I,83
Sphaerophoria menthrastri,Ranunuculus group I,87
Sphaerophoria scripta,Asteraceae group I,426
Sphaerophoria scripta,Lotus corniculatus,5
Sphaerophoria scripta,Ranunuculus group I,14
Andrena saundersella,Asteraceae group I,9
Andrena saundersella,Daucus carota,2733
Andrena saundersella,Heracleum sphondylium,39
Andrena saundersella,Knautia arvensis,6
Andrena saundersella,Senecio jacobaea,6
Andrena saundersella,Trifolium pratense,132
Andrena saundersella,Trifolium repens,246
Andrena saundersella,Vicia cracca,69
Apis mellifera,Asteraceae group I,87
Apis mellifera,Centaurea nigra,1183
Apis mellifera,Trifolium pratense,8
Apis mellifera,Trifolium repens,6
Bombus lucorum/terrestris,Asteraceae group I,62
Bombus lucorum/terrestris,Carduus acanthoides,11
Bombus lucorum/terrestris,Centaurea nigra,4490
Bombus lucorum/terrestris,Leucanthemum vulgare,7
Bombus lucorum/terrestris,Ranunuculus group I,119
Bombus lucorum/terrestris,Rhinanthus minor,8
Bombus lucorum/terrestris,Trifolium pratense,21
Bombus lucorum/terrestris,Trifolium repens,36
Bombus lucorum/terrestris,Unknown,24
Bombus pascuorum,Asteraceae group I,39
Bombus pascuorum,Carduus acanthoides,144
Bombus pascuorum,Centaurea nigra,172
Bombus pascuorum,Lotus corniculatus,13
Bombus pascuorum,Trifolium pratense,746
