habitat,lower,upper,weight
RG,01PLANT.Cow Parsley,08BIRD.Emberiza citrinella,0.002676
RG,01PLANT.Dandelion,08BIRD.Emberiza citrinella,0.0002696
RG,01PLANT.Dock sp,08BIRD.Emberiza citrinella,0.0775
RG,01PLANT.Grass sp,08BIRD.Emberiza citrinella,5.467022394
RG,01PLANT.Ground Ivy,08BIRD.Emberiza citrinella,0.00191
RG,01PLANT.Hogweed,08BIRD.Emberiza citrinella,0.046319
RG,01PLANT.Sow-thistle sp,08BIRD.Emberiza citrinella,0.0856
RG,01PLANT.Stinging Nettle,08BIRD.Emberiza citrinella,5.733706413
RG,01PLANT.Willowherb sp,08BIRD.Emberiza citrinella,0.086298167
RG,01PLANT.Chenopodium sp,08BIRD.Emberiza citrinella,0.086298167
RG,01PLANT.Clover sp,08BIRD.Emberiza citrinella,0.06378
RG,01PLANT.Corn Sowthistle,08BIRD.Emberiza citrinella,0.000424
RG,01PLANT.Dock sp,08BIRD.Emberiza citrinella,0.0775
RG,01PLANT.Grass sp,08BIRD.Emberiza citrinella,5.467022394
RG,01PLANT.Knotgrass sp,08BIRD.Emberiza citrinella,0.002784
RG,01PLANT.Persicaria sp,08BIRD.Emberiza citrinella,0.585918986
RG,01PLANT.Red Dead-nettle,08BIRD.Emberiza citrinella,0.0633
RG,01PLANT.Sow-thistle sp,08BIRD.Emberiza citrinella,0.0856
RG,01PLANT.Stinging Nettle,08BIRD.Emberiza citrinella,5.733706413
WD,01PLANT.Bramble,08BIRD.Emberiza citrinella,0.086099167
WD,01PLANT.Grass sp,08BIRD.Emberiza citrinella,5.467022394
WD,01PLANT.Oak,08BIRD.Emberiza citrinella,0.086298167
WD,01PLANT.Rough Chervil,08BIRD.Emberiza citrinella,0.037284064
WD,01PLANT.Stinging Nettle,08BIRD.Emberiza citrinella,5.733706413
WD,01PLANT.Bramble,08BIRD.Emberiza citrinella,0.086099167
WD,01PLANT.Dock sp,08BIRD.Emberiza citrinella,0.0775
WD,01PLANT.Grass sp,08BIRD.Emberiza citrinella,5.467022394
WD,01PLANT.Herb Bennet,08BIRD.Emberiza citrinella,0.000231
WD,01PLANT.Knotgrass sp,08BIRD.Emberiza citrinella,0.002784
WD,01PLANT.Oak,08BIRD.Emberiza citrinella,0.086298167
WD,01PLANT.Red Campion,08BIRD.Emberiza citrinella,0.05399
WD,01PLANT.Sow-thistle sp,08BIRD.Emberiza citrinella,0.0856
WD,01PLANT.Stinging Nettle,08BIRD.Emberiza citrinella,5.733706413
WD,01PLANT.Traveller's Joy,08BIRD.Emberiza citrinella,0.086298167
CP,01PLANT.Charlock,08BIRD.Fringilla coelebs,3.291812901
CP,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
CP,01PLANT.Common Mouse-ear,08BIRD.Fringilla coelebs,0.947522112
CP,01PLANT.Corn Spurrey,08BIRD.Fringilla coelebs,0.0161
CP,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
CP,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
CP,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
CP,01PLANT.Field Forget-me-not,08BIRD.Fringilla coelebs,0.10383725
CP,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
CP,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.1098
CP,01PLANT.Meadow Buttercup,08BIRD.Fringilla coelebs,0.01504
CP,01PLANT.Oak,08BIRD.Fringilla coelebs,0.866815304
CP,01PLANT.Shepherd's Purse,08BIRD.Fringilla coelebs,0.175046638
CP,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
CP,01PLANT.Spear Thistle,08BIRD.Fringilla coelebs,0.012874
CP,01PLANT.Willowherb sp,08BIRD.Fringilla coelebs,0.10383725
CP,01PLANT.zCROP Wheat,08BIRD.Fringilla coelebs,5.417595652
SF,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
SF,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
SF,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
SF,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
GM,01PLANT.Autumn Hawkbit,08BIRD.Fringilla coelebs,6.72E-08
GM,01PLANT.Charlock,08BIRD.Fringilla coelebs,3.291812901
GM,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
GM,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
GM,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
GM,01PLANT.Dandelion,08BIRD.Fringilla coelebs,8.19E-05
GM,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
GM,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
GM,01PLANT.Hawkish Complex sp,08BIRD.Fringilla coelebs,0.0001667
GM,01PLANT.Hawthorn,08BIRD.Fringilla coelebs,0.1155
GM,01PLANT.Persicaria sp,08BIRD.Fringilla coelebs,0.912154888
GM,01PLANT.Spear Thistle,08BIRD.Fringilla coelebs,0.012874
LP,01PLANT.Charlock,08BIRD.Fringilla coelebs,3.291812901
LP,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
LP,01PLANT.Common Mouse-ear,08BIRD.Fringilla coelebs,0.947522112
LP,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
LP,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
LP,01PLANT.Dandelion,08BIRD.Fringilla coelebs,8.19E-05
LP,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
LP,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.1098
LP,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
LP,01PLANT.Spear Thistle,08BIRD.Fringilla coelebs,0.012874
LU,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
LU,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
LU,01PLANT.Dandelion,08BIRD.Fringilla coelebs,8.19E-05
LU,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
MH,01PLANT.Blackthorn,08BIRD.Fringilla coelebs,0.0652
MH,01PLANT.Bramble,08BIRD.Fringilla coelebs,0.024402764
MH,01PLANT.Chenopodium sp,08BIRD.Fringilla coelebs,5.417595652
MH,01PLANT.Cleavers,08BIRD.Fringilla coelebs,0.10383725
MH,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
MH,01PLANT.Common Mouse-ear,08BIRD.Fringilla coelebs,0.947522112
MH,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
MH,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
MH,01PLANT.Cut-leaved Crane's-bill,08BIRD.Fringilla coelebs,0.036
MH,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
MH,01PLANT.Elder,08BIRD.Fringilla coelebs,0.10383725
MH,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
MH,01PLANT.Ground Ivy,08BIRD.Fringilla coelebs,0.00292
MH,01PLANT.Hawthorn,08BIRD.Fringilla coelebs,0.1155
MH,01PLANT.Hedge Woundwort,08BIRD.Fringilla coelebs,0.108805565
MH,01PLANT.Herb Robert,08BIRD.Fringilla coelebs,0.0157
MH,01PLANT.Knotgrass sp,08BIRD.Fringilla coelebs,0.0087
MH,01PLANT.Lesser Stitchwort,08BIRD.Fringilla coelebs,0.20155616
MH,01PLANT.Nipplewort,08BIRD.Fringilla coelebs,1.99E-05
MH,01PLANT.Oak,08BIRD.Fringilla coelebs,0.866815304
MH,01PLANT.Persicaria sp,08BIRD.Fringilla coelebs,0.912154888
MH,01PLANT.Red Campion,08BIRD.Fringilla coelebs,0.04641
MH,01PLANT.Red Dead-nettle,08BIRD.Fringilla coelebs,0.0969
MH,01PLANT.Rose sp,08BIRD.Fringilla coelebs,0.01104
MH,01PLANT.Spear Thistle,08BIRD.Fringilla coelebs,0.012874
MH,01PLANT.zCROP Wheat,08BIRD.Fringilla coelebs,5.417595652
NH,01PLANT.Black Bindweed,08BIRD.Fringilla coelebs,0.0016665
NH,01PLANT.Blackthorn,08BIRD.Fringilla coelebs,0.0652
NH,01PLANT.Bramble,08BIRD.Fringilla coelebs,0.024402764
NH,01PLANT.Chenopodium sp,08BIRD.Fringilla coelebs,5.417595652
NH,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
NH,01PLANT.Common Mouse-ear,08BIRD.Fringilla coelebs,0.947522112
NH,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
NH,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
NH,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
NH,01PLANT.Field Forget-me-not,08BIRD.Fringilla coelebs,0.10383725
NH,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
NH,01PLANT.Hawthorn,08BIRD.Fringilla coelebs,0.1155
NH,01PLANT.Hedge Woundwort,08BIRD.Fringilla coelebs,0.108805565
NH,01PLANT.Knotgrass sp,08BIRD.Fringilla coelebs,0.0087
NH,01PLANT.Lesser Stitchwort,08BIRD.Fringilla coelebs,0.20155616
NH,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.1098
NH,01PLANT.Persicaria sp,08BIRD.Fringilla coelebs,0.912154888
NH,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
NH,01PLANT.Spear Thistle,08BIRD.Fringilla coelebs,0.012874
NL,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
NL,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
NL,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
NL,01PLANT.Field Forget-me-not,08BIRD.Fringilla coelebs,0.10383725
NL,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
NL,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.1098
NL,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
NL,01PLANT.Spear Thistle,08BIRD.Fringilla coelebs,0.012874
PP,01PLANT.Autumn Hawkbit,08BIRD.Fringilla coelebs,6.72E-08
PP,01PLANT.Charlock,08BIRD.Fringilla coelebs,3.291812901
PP,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
PP,01PLANT.Common Mouse-ear,08BIRD.Fringilla coelebs,0.947522112
PP,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
PP,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
PP,01PLANT.Dandelion,08BIRD.Fringilla coelebs,8.19E-05
PP,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
PP,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
PP,01PLANT.Lesser Trefoil,08BIRD.Fringilla coelebs,0.00235
PP,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.1098
PP,01PLANT.Selfheal,08BIRD.Fringilla coelebs,0.00804
RG,01PLANT.Bramble,08BIRD.Fringilla coelebs,0.024402764
RG,01PLANT.Charlock,08BIRD.Fringilla coelebs,3.291812901
RG,01PLANT.Cleavers,08BIRD.Fringilla coelebs,0.10383725
RG,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
RG,01PLANT.Creeping Buttercup,08BIRD.Fringilla coelebs,0.0888
RG,01PLANT.Creeping Cinquefoil,08BIRD.Fringilla coelebs,0.000354
RG,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
RG,01PLANT.Dandelion,08BIRD.Fringilla coelebs,8.19E-05
RG,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
RG,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
RG,01PLANT.Ground Ivy,08BIRD.Fringilla coelebs,0.00292
RG,01PLANT.Hawthorn,08BIRD.Fringilla coelebs,0.1155
RG,01PLANT.Hedge Woundwort,08BIRD.Fringilla coelebs,0.108805565
RG,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.1098
RG,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
RG,01PLANT.Spear Thistle,08BIRD.Fringilla coelebs,0.012874
RG,01PLANT.Willowherb sp,08BIRD.Fringilla coelebs,0.10383725
RG,01PLANT.Chenopodium sp,08BIRD.Fringilla coelebs,0.25
RG,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.000264
RG,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.027063278
RG,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.02
RG,01PLANT.Knotgrass sp,08BIRD.Fringilla coelebs,0.00148
RG,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.00486
RG,01PLANT.Persicaria sp,08BIRD.Fringilla coelebs,0.0215
RG,01PLANT.Pineappleweed,08BIRD.Fringilla coelebs,0.000504
RG,01PLANT.Red Dead-nettle,08BIRD.Fringilla coelebs,0.01
RG,01PLANT.Shepherd's Purse,08BIRD.Fringilla coelebs,0.16
RG,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.00438
RG,01PLANT.Chenopodium sp,08BIRD.Fringilla coelebs,5.417595652
RG,01PLANT.Clover sp,08BIRD.Fringilla coelebs,0.10150125
RG,01PLANT.Corn Sowthistle,08BIRD.Fringilla coelebs,0.0001095
RG,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
RG,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
RG,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
RG,01PLANT.Knotgrass sp,08BIRD.Fringilla coelebs,0.0087
RG,01PLANT.Mayweed sp,08BIRD.Fringilla coelebs,0.1098
RG,01PLANT.Persicaria sp,08BIRD.Fringilla coelebs,0.912154888
RG,01PLANT.Red Dead-nettle,08BIRD.Fringilla coelebs,0.0969
RG,01PLANT.Shepherd's Purse,08BIRD.Fringilla coelebs,0.175046638
RG,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
WD,01PLANT.Blackthorn,08BIRD.Fringilla coelebs,0.0652
WD,01PLANT.Bramble,08BIRD.Fringilla coelebs,0.024402764
WD,01PLANT.Cleavers,08BIRD.Fringilla coelebs,0.10383725
WD,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
WD,01PLANT.Hawthorn,08BIRD.Fringilla coelebs,0.1155
WD,01PLANT.Hedge Woundwort,08BIRD.Fringilla coelebs,0.108805565
WD,01PLANT.Herb Robert,08BIRD.Fringilla coelebs,0.0157
WD,01PLANT.Lesser Burdock,08BIRD.Fringilla coelebs,1.33E-05
WD,01PLANT.Oak,08BIRD.Fringilla coelebs,0.866815304
WD,01PLANT.Blackthorn,08BIRD.Fringilla coelebs,0.0576
WD,01PLANT.Bramble,08BIRD.Fringilla coelebs,0.005846
WD,01PLANT.Cleavers,08BIRD.Fringilla coelebs,0.01
WD,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.01462
WD,01PLANT.Cuckooflower,08BIRD.Fringilla coelebs,1.016619008
WD,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.25675417
WD,01PLANT.Elder,08BIRD.Fringilla coelebs,0.0025
WD,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.127031034
WD,01PLANT.Herb Bennet,08BIRD.Fringilla coelebs,0.000109
WD,01PLANT.Knotgrass sp,08BIRD.Fringilla coelebs,0.060973
WD,01PLANT.Nipplewort,08BIRD.Fringilla coelebs,0.000637
WD,01PLANT.Oak,08BIRD.Fringilla coelebs,0.254162069
WD,01PLANT.Red Campion,08BIRD.Fringilla coelebs,0.144878049
WD,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.048283539
WD,01PLANT.Blackthorn,08BIRD.Fringilla coelebs,0.0652
WD,01PLANT.Bramble,08BIRD.Fringilla coelebs,0.024402764
WD,01PLANT.Cleavers,08BIRD.Fringilla coelebs,0.10383725
WD,01PLANT.Creeping Thistle,08BIRD.Fringilla coelebs,0.003627
WD,01PLANT.Dock sp,08BIRD.Fringilla coelebs,0.161003885
WD,01PLANT.Elder,08BIRD.Fringilla coelebs,0.10383725
WD,01PLANT.Grass sp,08BIRD.Fringilla coelebs,0.433407652
WD,01PLANT.Herb Bennet,08BIRD.Fringilla coelebs,0.000205
WD,01PLANT.Knotgrass sp,08BIRD.Fringilla coelebs,0.0087
WD,01PLANT.Nipplewort,08BIRD.Fringilla coelebs,1.99E-05
WD,01PLANT.Oak,08BIRD.Fringilla coelebs,0.866815304
WD,01PLANT.Red Campion,08BIRD.Fringilla coelebs,0.04641
WD,01PLANT.Sow-thistle sp,08BIRD.Fringilla coelebs,0.0865
CP,01PLANT.Charlock,08BIRD.Passer domesticus,0.0295
CP,01PLANT.Common Mouse-ear,08BIRD.Passer domesticus,0.00281
CP,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
CP,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
CP,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
CP,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
CP,01PLANT.Hairy Tare,08BIRD.Passer domesticus,0.00695
CP,01PLANT.Mayweed sp,08BIRD.Passer domesticus,0.0167
CP,01PLANT.Oak,08BIRD.Passer domesticus,0.006996
CP,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
CP,01PLANT.Spear Thistle,08BIRD.Passer domesticus,0.00323
CP,01PLANT.Willowherb sp,08BIRD.Passer domesticus,0.006996
CP,01PLANT.zCROP Wheat,08BIRD.Passer domesticus,0.679389333
SF,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
SF,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
SF,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
SF,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
GM,01PLANT.Charlock,08BIRD.Passer domesticus,0.0295
GM,01PLANT.Cow Parsley,08BIRD.Passer domesticus,0.000131
GM,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
GM,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
GM,01PLANT.Dandelion,08BIRD.Passer domesticus,1.72E-05
GM,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
GM,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
GM,01PLANT.Hawkish Complex sp,08BIRD.Passer domesticus,3.95E-05
GM,01PLANT.Hogweed,08BIRD.Passer domesticus,3.95E-05
GM,01PLANT.Persicaria sp,08BIRD.Passer domesticus,0.113656909
GM,01PLANT.Spear Thistle,08BIRD.Passer domesticus,0.00323
GM,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.006996
LP,01PLANT.Charlock,08BIRD.Passer domesticus,0.0295
LP,01PLANT.Common Mouse-ear,08BIRD.Passer domesticus,0.00281
LP,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
LP,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
LP,01PLANT.Dandelion,08BIRD.Passer domesticus,1.72E-05
LP,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
LP,01PLANT.Mayweed sp,08BIRD.Passer domesticus,0.0167
LP,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
LP,01PLANT.Spear Thistle,08BIRD.Passer domesticus,0.00323
LU,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
LU,01PLANT.Dandelion,08BIRD.Passer domesticus,1.72E-05
LU,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
MH,01PLANT.Chenopodium sp,08BIRD.Passer domesticus,0.206770667
MH,01PLANT.Cleavers,08BIRD.Passer domesticus,0.006996
MH,01PLANT.Common Mouse-ear,08BIRD.Passer domesticus,0.00281
MH,01PLANT.Cow Parsley,08BIRD.Passer domesticus,0.000131
MH,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
MH,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
MH,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
MH,01PLANT.Elder,08BIRD.Passer domesticus,0.006996
MH,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
MH,01PLANT.Hogweed,08BIRD.Passer domesticus,3.95E-05
MH,01PLANT.Knotgrass sp,08BIRD.Passer domesticus,0.0023
MH,01PLANT.Lesser Stitchwort,08BIRD.Passer domesticus,0.0085
MH,01PLANT.Nipplewort,08BIRD.Passer domesticus,5.31E-06
MH,01PLANT.Oak,08BIRD.Passer domesticus,0.006996
MH,01PLANT.Persicaria sp,08BIRD.Passer domesticus,0.113656909
MH,01PLANT.Red Campion,08BIRD.Passer domesticus,0.000281
MH,01PLANT.Rough Chervil,08BIRD.Passer domesticus,0.00683
MH,01PLANT.Spear Thistle,08BIRD.Passer domesticus,0.00323
MH,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.006996
MH,01PLANT.zCROP Wheat,08BIRD.Passer domesticus,0.679389333
NH,01PLANT.Black Bindweed,08BIRD.Passer domesticus,0.000435
NH,01PLANT.Bush Vetch,08BIRD.Passer domesticus,5.06E-05
NH,01PLANT.Chenopodium sp,08BIRD.Passer domesticus,0.206770667
NH,01PLANT.Common Mouse-ear,08BIRD.Passer domesticus,0.00281
NH,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
NH,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
NH,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
NH,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
NH,01PLANT.Hogweed,08BIRD.Passer domesticus,3.95E-05
NH,01PLANT.Knotgrass sp,08BIRD.Passer domesticus,0.0023
NH,01PLANT.Lesser Stitchwort,08BIRD.Passer domesticus,0.0085
NH,01PLANT.Mayweed sp,08BIRD.Passer domesticus,0.0167
NH,01PLANT.Persicaria sp,08BIRD.Passer domesticus,0.113656909
NH,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
NH,01PLANT.Spear Thistle,08BIRD.Passer domesticus,0.00323
NH,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.006996
NL,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
NL,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
NL,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
NL,01PLANT.Mayweed sp,08BIRD.Passer domesticus,0.0167
NL,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
NL,01PLANT.Spear Thistle,08BIRD.Passer domesticus,0.00323
PP,01PLANT.Charlock,08BIRD.Passer domesticus,0.0295
PP,01PLANT.Common Mouse-ear,08BIRD.Passer domesticus,0.00281
PP,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
PP,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
PP,01PLANT.Dandelion,08BIRD.Passer domesticus,1.72E-05
PP,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
PP,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
PP,01PLANT.Mayweed sp,08BIRD.Passer domesticus,0.0167
RG,01PLANT.Bush Vetch,08BIRD.Passer domesticus,5.06E-05
RG,01PLANT.Charlock,08BIRD.Passer domesticus,0.0295
RG,01PLANT.Cleavers,08BIRD.Passer domesticus,0.006996
RG,01PLANT.Cow Parsley,08BIRD.Passer domesticus,0.000131
RG,01PLANT.Creeping Buttercup,08BIRD.Passer domesticus,0.00519
RG,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
RG,01PLANT.Dandelion,08BIRD.Passer domesticus,1.72E-05
RG,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
RG,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
RG,01PLANT.Hogweed,08BIRD.Passer domesticus,3.95E-05
RG,01PLANT.Mayweed sp,08BIRD.Passer domesticus,0.0167
RG,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
RG,01PLANT.Spear Thistle,08BIRD.Passer domesticus,0.00323
RG,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.006996
RG,01PLANT.Willowherb sp,08BIRD.Passer domesticus,0.006996
RG,01PLANT.Chenopodium sp,08BIRD.Passer domesticus,18.64302632
RG,01PLANT.Corn Sowthistle,08BIRD.Passer domesticus,0.00975
RG,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.547296002
RG,01PLANT.Dock sp,08BIRD.Passer domesticus,9.910344215
RG,01PLANT.Grass sp,08BIRD.Passer domesticus,15.97973684
RG,01PLANT.Knotgrass sp,08BIRD.Passer domesticus,0.219555719
RG,01PLANT.Mayweed sp,08BIRD.Passer domesticus,1.162412437
RG,01PLANT.Persicaria sp,08BIRD.Passer domesticus,3.186547435
RG,01PLANT.Pineappleweed,08BIRD.Passer domesticus,0.0748
RG,01PLANT.Red Dead-nettle,08BIRD.Passer domesticus,0.15
RG,01PLANT.Shepherd's Purse,08BIRD.Passer domesticus,1.485
RG,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.86900873
RG,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.2625
RG,01PLANT.Chenopodium sp,08BIRD.Passer domesticus,0.206770667
RG,01PLANT.Corn Sowthistle,08BIRD.Passer domesticus,1.14E-05
RG,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
RG,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
RG,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
RG,01PLANT.Knotgrass sp,08BIRD.Passer domesticus,0.0023
RG,01PLANT.Mayweed sp,08BIRD.Passer domesticus,0.0167
RG,01PLANT.Persicaria sp,08BIRD.Passer domesticus,0.113656909
RG,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
RG,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Cleavers,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
WD,01PLANT.Oak,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Rough Chervil,08BIRD.Passer domesticus,0.00683
WD,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Cleavers,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Creeping Thistle,08BIRD.Passer domesticus,0.000925
WD,01PLANT.Dock sp,08BIRD.Passer domesticus,0.0313
WD,01PLANT.Elder,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Grass sp,08BIRD.Passer domesticus,0.177232
WD,01PLANT.Herb Bennet,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Knotgrass sp,08BIRD.Passer domesticus,0.0023
WD,01PLANT.Nipplewort,08BIRD.Passer domesticus,5.31E-06
WD,01PLANT.Oak,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Red Campion,08BIRD.Passer domesticus,0.000281
WD,01PLANT.Sow-thistle sp,08BIRD.Passer domesticus,0.00765
WD,01PLANT.Stinging Nettle,08BIRD.Passer domesticus,0.006996
WD,01PLANT.Traveller's Joy,08BIRD.Passer domesticus,0.00181
RG,01PLANT.Chenopodium sp,08BIRD.Streptopelia decaocto,0.01
RG,01PLANT.Clover sp,08BIRD.Streptopelia decaocto,1.47
RG,01PLANT.Corn Sowthistle,08BIRD.Streptopelia decaocto,0.0075
RG,01PLANT.Dock sp,08BIRD.Streptopelia decaocto,0.00868
