"habitat","lower","upper"
"NH","01PLANT.Dock sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Dock sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Dock sp","08BIRD.Columba palumbus"
"NH","01PLANT.Dock sp","08BIRD.Corvus frugilegus"
"NH","01PLANT.Dock sp","08BIRD.Corvus monedula"
"NH","01PLANT.Dock sp","08BIRD.Emberiza citrinella"
"NH","01PLANT.Dock sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Dock sp","08BIRD.Passer domesticus"
"NH","01PLANT.Elder","08BIRD.Columba palumbus"
"NH","01PLANT.Elder","08BIRD.Corvus frugilegus"
"NH","01PLANT.Elder","08BIRD.Corvus monedula"
"NH","01PLANT.Elder","08BIRD.Fringilla coelebs"
"NH","01PLANT.Elder","08BIRD.Passer domesticus"
"NH","01PLANT.Field Forget-me-not","08BIRD.Carduelis cannabina"
"NH","01PLANT.Field Forget-me-not","08BIRD.Carduelis carduelis"
"NH","01PLANT.Field Forget-me-not","08BIRD.Emberiza citrinella"
"NH","01PLANT.Field Forget-me-not","08BIRD.Fringilla coelebs"
"NH","01PLANT.Field Maple","08BIRD.Corvus frugilegus"
"NH","01PLANT.Grass sp","08BIRD.Alauda arvensis"
"NH","01PLANT.Grass sp","08BIRD.Alectoris rufa"
"NH","01PLANT.Grass sp","08BIRD.Carduelis cannabina"
"NH","01PLANT.Grass sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Grass sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Grass sp","08BIRD.Columba palumbus"
"NH","01PLANT.Grass sp","08BIRD.Corvus frugilegus"
"NH","01PLANT.Grass sp","08BIRD.Corvus monedula"
"NH","01PLANT.Grass sp","08BIRD.Emberiza citrinella"
"NH","01PLANT.Grass sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Grass sp","08BIRD.Passer domesticus"
"NH","01PLANT.Groundsel","08BIRD.Alectoris rufa"
"NH","01PLANT.Groundsel","08BIRD.Carduelis cannabina"
"NH","01PLANT.Groundsel","08BIRD.Carduelis carduelis"
"NH","01PLANT.Groundsel","08BIRD.Carduelis chloris"
"NH","01PLANT.Groundsel","08BIRD.Fringilla coelebs"
"NH","01PLANT.Groundsel","08BIRD.Passer domesticus"
"NH","01PLANT.Hairy Tare","08BIRD.Alectoris rufa"
"NH","01PLANT.Hairy Tare","08BIRD.Carduelis chloris"
"NH","01PLANT.Hairy Tare","08BIRD.Columba palumbus"
"NH","01PLANT.Hairy Tare","08BIRD.Corvus frugilegus"
"NH","01PLANT.Hairy Tare","08BIRD.Corvus monedula"
"NH","01PLANT.Hairy Tare","08BIRD.Emberiza citrinella"
"NH","01PLANT.Hairy Tare","08BIRD.Passer domesticus"
"NH","01PLANT.Hawthorn","08BIRD.Alectoris rufa"
"NH","01PLANT.Hawthorn","08BIRD.Carduelis cannabina"
"NH","01PLANT.Hawthorn","08BIRD.Carduelis carduelis"
"NH","01PLANT.Hawthorn","08BIRD.Carduelis chloris"
"NH","01PLANT.Hawthorn","08BIRD.Corvus frugilegus"
"NH","01PLANT.Hawthorn","08BIRD.Fringilla coelebs"
"NH","01PLANT.Hedge Woundwort","08BIRD.Alauda arvensis"
"NH","01PLANT.Hedge Woundwort","08BIRD.Alectoris rufa"
"NH","01PLANT.Hedge Woundwort","08BIRD.Fringilla coelebs"
"NH","01PLANT.Herb Bennet","08BIRD.Alectoris rufa"
"NH","01PLANT.Herb Bennet","08BIRD.Carduelis chloris"
"NH","01PLANT.Herb Bennet","08BIRD.Columba palumbus"
"NH","01PLANT.Herb Bennet","08BIRD.Corvus frugilegus"
"NH","01PLANT.Herb Bennet","08BIRD.Emberiza citrinella"
"NH","01PLANT.Herb Bennet","08BIRD.Fringilla coelebs"
"NH","01PLANT.Herb Bennet","08BIRD.Passer domesticus"
"NH","01PLANT.Hogweed","08BIRD.Alectoris rufa"
"NH","01PLANT.Hogweed","08BIRD.Carduelis cannabina"
"NH","01PLANT.Hogweed","08BIRD.Carduelis carduelis"
"NH","01PLANT.Hogweed","08BIRD.Carduelis chloris"
"NH","01PLANT.Hogweed","08BIRD.Columba palumbus"
"NH","01PLANT.Hogweed","08BIRD.Corvus frugilegus"
"NH","01PLANT.Hogweed","08BIRD.Emberiza citrinella"
"NH","01PLANT.Hogweed","08BIRD.Passer domesticus"
"NH","01PLANT.Knotgrass sp","08BIRD.Alauda arvensis"
"NH","01PLANT.Knotgrass sp","08BIRD.Alectoris rufa"
"NH","01PLANT.Knotgrass sp","08BIRD.Carduelis cannabina"
"NH","01PLANT.Knotgrass sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Knotgrass sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Knotgrass sp","08BIRD.Columba palumbus"
"NH","01PLANT.Knotgrass sp","08BIRD.Corvus frugilegus"
"NH","01PLANT.Knotgrass sp","08BIRD.Corvus monedula"
"NH","01PLANT.Knotgrass sp","08BIRD.Emberiza citrinella"
"NH","01PLANT.Knotgrass sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Knotgrass sp","08BIRD.Passer domesticus"
"NH","01PLANT.Lesser Stitchwort","08BIRD.Alectoris rufa"
"NH","01PLANT.Lesser Stitchwort","08BIRD.Corvus frugilegus"
"NH","01PLANT.Lesser Stitchwort","08BIRD.Emberiza citrinella"
"NH","01PLANT.Lesser Stitchwort","08BIRD.Fringilla coelebs"
"NH","01PLANT.Lesser Stitchwort","08BIRD.Passer domesticus"
"NH","01PLANT.Mayweed sp","08BIRD.Alectoris rufa"
"NH","01PLANT.Mayweed sp","08BIRD.Carduelis cannabina"
"NH","01PLANT.Mayweed sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Mayweed sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Mayweed sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Mayweed sp","08BIRD.Passer domesticus"
"NH","01PLANT.Oak","08BIRD.Alectoris rufa"
"NH","01PLANT.Oak","08BIRD.Carduelis cannabina"
"NH","01PLANT.Oak","08BIRD.Carduelis carduelis"
"NH","01PLANT.Oak","08BIRD.Carduelis chloris"
"NH","01PLANT.Oak","08BIRD.Columba palumbus"
"NH","01PLANT.Oak","08BIRD.Corvus frugilegus"
"NH","01PLANT.Oak","08BIRD.Corvus monedula"
"NH","01PLANT.Oak","08BIRD.Emberiza citrinella"
"NH","01PLANT.Oak","08BIRD.Fringilla coelebs"
"NH","01PLANT.Oak","08BIRD.Passer domesticus"
"NH","01PLANT.Persicaria sp","08BIRD.Alauda arvensis"
"NH","01PLANT.Persicaria sp","08BIRD.Alectoris rufa"
"NH","01PLANT.Persicaria sp","08BIRD.Carduelis cannabina"
"NH","01PLANT.Persicaria sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Persicaria sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Persicaria sp","08BIRD.Columba palumbus"
"NH","01PLANT.Persicaria sp","08BIRD.Corvus frugilegus"
"NH","01PLANT.Persicaria sp","08BIRD.Corvus monedula"
"NH","01PLANT.Persicaria sp","08BIRD.Emberiza citrinella"
"NH","01PLANT.Persicaria sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Persicaria sp","08BIRD.Passer domesticus"
"NH","01PLANT.Red Dead-nettle","08BIRD.Alectoris rufa"
"NH","01PLANT.Red Dead-nettle","08BIRD.Carduelis cannabina"
"NH","01PLANT.Red Dead-nettle","08BIRD.Carduelis carduelis"
"NH","01PLANT.Red Dead-nettle","08BIRD.Carduelis chloris"
"NH","01PLANT.Red Dead-nettle","08BIRD.Columba palumbus"
"NH","01PLANT.Red Dead-nettle","08BIRD.Corvus frugilegus"
"NH","01PLANT.Red Dead-nettle","08BIRD.Emberiza citrinella"
"NH","01PLANT.Red Dead-nettle","08BIRD.Fringilla coelebs"
"NH","01PLANT.Rose sp","08BIRD.Alectoris rufa"
"NH","01PLANT.Rose sp","08BIRD.Carduelis cannabina"
"NH","01PLANT.Rose sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Rose sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Rose sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Sow-thistle sp","08BIRD.Alectoris rufa"
"NH","01PLANT.Sow-thistle sp","08BIRD.Carduelis cannabina"
"NH","01PLANT.Sow-thistle sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Sow-thistle sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Sow-thistle sp","08BIRD.Emberiza citrinella"
"NH","01PLANT.Sow-thistle sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Sow-thistle sp","08BIRD.Passer domesticus"
"NH","01PLANT.Spear Thistle","08BIRD.Alectoris rufa"
"NH","01PLANT.Spear Thistle","08BIRD.Carduelis cannabina"
"NH","01PLANT.Spear Thistle","08BIRD.Carduelis carduelis"
"NH","01PLANT.Spear Thistle","08BIRD.Carduelis chloris"
"NH","01PLANT.Spear Thistle","08BIRD.Corvus frugilegus"
"NH","01PLANT.Spear Thistle","08BIRD.Corvus monedula"
"NH","01PLANT.Spear Thistle","08BIRD.Fringilla coelebs"
"NH","01PLANT.Spear Thistle","08BIRD.Passer domesticus"
"NH","01PLANT.Stinging Nettle","08BIRD.Alauda arvensis"
"NH","01PLANT.Stinging Nettle","08BIRD.Carduelis cannabina"
"NH","01PLANT.Stinging Nettle","08BIRD.Carduelis carduelis"
"NH","01PLANT.Stinging Nettle","08BIRD.Columba palumbus"
"NH","01PLANT.Stinging Nettle","08BIRD.Emberiza citrinella"
"NH","01PLANT.Stinging Nettle","08BIRD.Passer domesticus"
"NH","01PLANT.Traveller's Joy","08BIRD.Alectoris rufa"
"NH","01PLANT.Traveller's Joy","08BIRD.Carduelis cannabina"
"NH","01PLANT.Traveller's Joy","08BIRD.Carduelis carduelis"
"NH","01PLANT.Traveller's Joy","08BIRD.Carduelis chloris"
"NH","01PLANT.Traveller's Joy","08BIRD.Columba palumbus"
"NH","01PLANT.Traveller's Joy","08BIRD.Corvus frugilegus"
"NH","01PLANT.Traveller's Joy","08BIRD.Emberiza citrinella"
"NH","01PLANT.Traveller's Joy","08BIRD.Passer domesticus"
"NH","01PLANT.Willowherb sp","08BIRD.Alectoris rufa"
"NH","01PLANT.Willowherb sp","08BIRD.Carduelis cannabina"
"NH","01PLANT.Willowherb sp","08BIRD.Carduelis carduelis"
"NH","01PLANT.Willowherb sp","08BIRD.Carduelis chloris"
"NH","01PLANT.Willowherb sp","08BIRD.Columba palumbus"
"NH","01PLANT.Willowherb sp","08BIRD.Corvus frugilegus"
"NH","01PLANT.Willowherb sp","08BIRD.Emberiza citrinella"
"NH","01PLANT.Willowherb sp","08BIRD.Fringilla coelebs"
"NH","01PLANT.Willowherb sp","08BIRD.Passer domesticus"
"NL","01PLANT.Bush Vetch","08BIRD.Alectoris rufa"
"NL","01PLANT.Bush Vetch","08BIRD.Carduelis chloris"
"NL","01PLANT.Bush Vetch","08BIRD.Columba palumbus"
"NL","01PLANT.Bush Vetch","08BIRD.Corvus frugilegus"
"NL","01PLANT.Bush Vetch","08BIRD.Corvus monedula"
"NL","01PLANT.Bush Vetch","08BIRD.Emberiza citrinella"
"NL","01PLANT.Bush Vetch","08BIRD.Passer domesticus"
"NL","01PLANT.Charlock","08BIRD.Carduelis cannabina"
"NL","01PLANT.Charlock","08BIRD.Carduelis chloris"
"NL","01PLANT.Charlock","08BIRD.Columba palumbus"
"NL","01PLANT.Charlock","08BIRD.Corvus frugilegus"
"NL","01PLANT.Charlock","08BIRD.Corvus monedula"
"NL","01PLANT.Charlock","08BIRD.Fringilla coelebs"
"NL","01PLANT.Charlock","08BIRD.Passer domesticus"
"NL","01PLANT.Clover sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Clover sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Clover sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Clover sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Clover sp","08BIRD.Columba palumbus"
"NL","01PLANT.Clover sp","08BIRD.Corvus monedula"
"NL","01PLANT.Clover sp","08BIRD.Emberiza citrinella"
"NL","01PLANT.Clover sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Common Chickweed","08BIRD.Alectoris rufa"
"NL","01PLANT.Common Chickweed","08BIRD.Carduelis cannabina"
"NL","01PLANT.Common Chickweed","08BIRD.Carduelis carduelis"
"NL","01PLANT.Common Chickweed","08BIRD.Carduelis chloris"
"NL","01PLANT.Common Chickweed","08BIRD.Columba palumbus"
"NL","01PLANT.Common Chickweed","08BIRD.Emberiza citrinella"
"NL","01PLANT.Common Chickweed","08BIRD.Fringilla coelebs"
"NL","01PLANT.Common Chickweed","08BIRD.Passer domesticus"
"NL","01PLANT.Common Field Speedwell","08BIRD.Carduelis cannabina"
"NL","01PLANT.Common Field Speedwell","08BIRD.Columba palumbus"
"NL","01PLANT.Common Mouse-ear","08BIRD.Alectoris rufa"
"NL","01PLANT.Common Mouse-ear","08BIRD.Carduelis cannabina"
"NL","01PLANT.Common Mouse-ear","08BIRD.Carduelis carduelis"
"NL","01PLANT.Common Mouse-ear","08BIRD.Carduelis chloris"
"NL","01PLANT.Common Mouse-ear","08BIRD.Columba palumbus"
"NL","01PLANT.Common Mouse-ear","08BIRD.Emberiza citrinella"
"NL","01PLANT.Common Mouse-ear","08BIRD.Fringilla coelebs"
"NL","01PLANT.Common Mouse-ear","08BIRD.Passer domesticus"
"NL","01PLANT.Common Poppy","08BIRD.Alauda arvensis"
"NL","01PLANT.Common Poppy","08BIRD.Carduelis cannabina"
"NL","01PLANT.Common Poppy","08BIRD.Carduelis carduelis"
"NL","01PLANT.Common Poppy","08BIRD.Corvus monedula"
"NL","01PLANT.Creeping Buttercup","08BIRD.Alauda arvensis"
"NL","01PLANT.Creeping Buttercup","08BIRD.Carduelis cannabina"
"NL","01PLANT.Creeping Buttercup","08BIRD.Carduelis carduelis"
"NL","01PLANT.Creeping Buttercup","08BIRD.Carduelis chloris"
"NL","01PLANT.Creeping Buttercup","08BIRD.Columba palumbus"
"NL","01PLANT.Creeping Buttercup","08BIRD.Corvus frugilegus"
"NL","01PLANT.Creeping Buttercup","08BIRD.Corvus monedula"
"NL","01PLANT.Creeping Buttercup","08BIRD.Fringilla coelebs"
"NL","01PLANT.Creeping Buttercup","08BIRD.Passer domesticus"
"NL","01PLANT.Creeping Thistle","08BIRD.Alectoris rufa"
"NL","01PLANT.Creeping Thistle","08BIRD.Carduelis cannabina"
"NL","01PLANT.Creeping Thistle","08BIRD.Carduelis carduelis"
"NL","01PLANT.Creeping Thistle","08BIRD.Carduelis chloris"
"NL","01PLANT.Creeping Thistle","08BIRD.Corvus monedula"
"NL","01PLANT.Creeping Thistle","08BIRD.Fringilla coelebs"
"NL","01PLANT.Creeping Thistle","08BIRD.Passer domesticus"
"NL","01PLANT.Cut-leaved Crane's-bill","08BIRD.Carduelis chloris"
"NL","01PLANT.Cut-leaved Crane's-bill","08BIRD.Fringilla coelebs"
"NL","01PLANT.Dandelion","08BIRD.Alectoris rufa"
"NL","01PLANT.Dandelion","08BIRD.Carduelis cannabina"
"NL","01PLANT.Dandelion","08BIRD.Carduelis carduelis"
"NL","01PLANT.Dandelion","08BIRD.Carduelis chloris"
"NL","01PLANT.Dandelion","08BIRD.Columba palumbus"
"NL","01PLANT.Dandelion","08BIRD.Corvus frugilegus"
"NL","01PLANT.Dandelion","08BIRD.Emberiza citrinella"
"NL","01PLANT.Dandelion","08BIRD.Fringilla coelebs"
"NL","01PLANT.Dandelion","08BIRD.Passer domesticus"
"NL","01PLANT.Dock sp","08BIRD.Alauda arvensis"
"NL","01PLANT.Dock sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Dock sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Dock sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Dock sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Dock sp","08BIRD.Columba palumbus"
"NL","01PLANT.Dock sp","08BIRD.Corvus frugilegus"
"NL","01PLANT.Dock sp","08BIRD.Corvus monedula"
"NL","01PLANT.Dock sp","08BIRD.Emberiza citrinella"
"NL","01PLANT.Dock sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Dock sp","08BIRD.Passer domesticus"
"NL","01PLANT.Elder","08BIRD.Columba palumbus"
"NL","01PLANT.Elder","08BIRD.Corvus frugilegus"
"NL","01PLANT.Elder","08BIRD.Corvus monedula"
"NL","01PLANT.Elder","08BIRD.Fringilla coelebs"
"NL","01PLANT.Elder","08BIRD.Passer domesticus"
"NL","01PLANT.Field Forget-me-not","08BIRD.Carduelis cannabina"
"NL","01PLANT.Field Forget-me-not","08BIRD.Carduelis carduelis"
"NL","01PLANT.Field Forget-me-not","08BIRD.Emberiza citrinella"
"NL","01PLANT.Field Forget-me-not","08BIRD.Fringilla coelebs"
"NL","01PLANT.Field Pansy","08BIRD.Alauda arvensis"
"NL","01PLANT.Field Pansy","08BIRD.Fringilla coelebs"
"NL","01PLANT.Grass sp","08BIRD.Alauda arvensis"
"NL","01PLANT.Grass sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Grass sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Grass sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Grass sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Grass sp","08BIRD.Columba palumbus"
"NL","01PLANT.Grass sp","08BIRD.Corvus frugilegus"
"NL","01PLANT.Grass sp","08BIRD.Corvus monedula"
"NL","01PLANT.Grass sp","08BIRD.Emberiza citrinella"
"NL","01PLANT.Grass sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Grass sp","08BIRD.Passer domesticus"
"NL","01PLANT.Groundsel","08BIRD.Alectoris rufa"
"NL","01PLANT.Groundsel","08BIRD.Carduelis cannabina"
"NL","01PLANT.Groundsel","08BIRD.Carduelis carduelis"
"NL","01PLANT.Groundsel","08BIRD.Carduelis chloris"
"NL","01PLANT.Groundsel","08BIRD.Fringilla coelebs"
"NL","01PLANT.Groundsel","08BIRD.Passer domesticus"
"NL","01PLANT.Hairy Tare","08BIRD.Alectoris rufa"
"NL","01PLANT.Hairy Tare","08BIRD.Carduelis chloris"
"NL","01PLANT.Hairy Tare","08BIRD.Columba palumbus"
"NL","01PLANT.Hairy Tare","08BIRD.Corvus frugilegus"
"NL","01PLANT.Hairy Tare","08BIRD.Corvus monedula"
"NL","01PLANT.Hairy Tare","08BIRD.Emberiza citrinella"
"NL","01PLANT.Hairy Tare","08BIRD.Passer domesticus"
"NL","01PLANT.Hawkish Complex sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Hawkish Complex sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Hawkish Complex sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Hawkish Complex sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Hawkish Complex sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Hawkish Complex sp","08BIRD.Passer domesticus"
"NL","01PLANT.Knotgrass sp","08BIRD.Alauda arvensis"
"NL","01PLANT.Knotgrass sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Knotgrass sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Knotgrass sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Knotgrass sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Knotgrass sp","08BIRD.Columba palumbus"
"NL","01PLANT.Knotgrass sp","08BIRD.Corvus frugilegus"
"NL","01PLANT.Knotgrass sp","08BIRD.Corvus monedula"
"NL","01PLANT.Knotgrass sp","08BIRD.Emberiza citrinella"
"NL","01PLANT.Knotgrass sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Knotgrass sp","08BIRD.Passer domesticus"
"NL","01PLANT.Lesser Trefoil","08BIRD.Alectoris rufa"
"NL","01PLANT.Lesser Trefoil","08BIRD.Carduelis chloris"
"NL","01PLANT.Lesser Trefoil","08BIRD.Columba palumbus"
"NL","01PLANT.Lesser Trefoil","08BIRD.Corvus monedula"
"NL","01PLANT.Lesser Trefoil","08BIRD.Fringilla coelebs"
"NL","01PLANT.Mayweed sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Mayweed sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Mayweed sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Mayweed sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Mayweed sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Mayweed sp","08BIRD.Passer domesticus"
"NL","01PLANT.Nipplewort","08BIRD.Alectoris rufa"
"NL","01PLANT.Nipplewort","08BIRD.Carduelis cannabina"
"NL","01PLANT.Nipplewort","08BIRD.Carduelis carduelis"
"NL","01PLANT.Nipplewort","08BIRD.Carduelis chloris"
"NL","01PLANT.Nipplewort","08BIRD.Fringilla coelebs"
"NL","01PLANT.Nipplewort","08BIRD.Passer domesticus"
"NL","01PLANT.Persicaria sp","08BIRD.Alauda arvensis"
"NL","01PLANT.Persicaria sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Persicaria sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Persicaria sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Persicaria sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Persicaria sp","08BIRD.Columba palumbus"
"NL","01PLANT.Persicaria sp","08BIRD.Corvus frugilegus"
"NL","01PLANT.Persicaria sp","08BIRD.Corvus monedula"
"NL","01PLANT.Persicaria sp","08BIRD.Emberiza citrinella"
"NL","01PLANT.Persicaria sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Persicaria sp","08BIRD.Passer domesticus"
"NL","01PLANT.Red Dead-nettle","08BIRD.Alectoris rufa"
"NL","01PLANT.Red Dead-nettle","08BIRD.Carduelis cannabina"
"NL","01PLANT.Red Dead-nettle","08BIRD.Carduelis carduelis"
"NL","01PLANT.Red Dead-nettle","08BIRD.Carduelis chloris"
"NL","01PLANT.Red Dead-nettle","08BIRD.Columba palumbus"
"NL","01PLANT.Red Dead-nettle","08BIRD.Corvus frugilegus"
"NL","01PLANT.Red Dead-nettle","08BIRD.Emberiza citrinella"
"NL","01PLANT.Red Dead-nettle","08BIRD.Fringilla coelebs"
"NL","01PLANT.Sow-thistle sp","08BIRD.Alectoris rufa"
"NL","01PLANT.Sow-thistle sp","08BIRD.Carduelis cannabina"
"NL","01PLANT.Sow-thistle sp","08BIRD.Carduelis carduelis"
"NL","01PLANT.Sow-thistle sp","08BIRD.Carduelis chloris"
"NL","01PLANT.Sow-thistle sp","08BIRD.Emberiza citrinella"
"NL","01PLANT.Sow-thistle sp","08BIRD.Fringilla coelebs"
"NL","01PLANT.Sow-thistle sp","08BIRD.Passer domesticus"
"NL","01PLANT.Spear Thistle","08BIRD.Alectoris rufa"
"NL","01PLANT.Spear Thistle","08BIRD.Carduelis cannabina"
"NL","01PLANT.Spear Thistle","08BIRD.Carduelis carduelis"
"NL","01PLANT.Spear Thistle","08BIRD.Carduelis chloris"
"NL","01PLANT.Spear Thistle","08BIRD.Corvus frugilegus"
"NL","01PLANT.Spear Thistle","08BIRD.Corvus monedula"
"NL","01PLANT.Spear Thistle","08BIRD.Fringilla coelebs"
"NL","01PLANT.Spear Thistle","08BIRD.Passer domesticus"
"NL","01PLANT.Wall Speedwell","08BIRD.Alauda arvensis"
"NL","01PLANT.Wall Speedwell","08BIRD.Carduelis cannabina"
"NL","01PLANT.Wall Speedwell","08BIRD.Columba palumbus"
"PP","01PLANT.Autumn Hawkbit","08BIRD.Alectoris rufa"
"PP","01PLANT.Autumn Hawkbit","08BIRD.Carduelis cannabina"
"PP","01PLANT.Autumn Hawkbit","08BIRD.Carduelis carduelis"
"PP","01PLANT.Autumn Hawkbit","08BIRD.Carduelis chloris"
"PP","01PLANT.Autumn Hawkbit","08BIRD.Fringilla coelebs"
"PP","01PLANT.Bramble","08BIRD.Alectoris rufa"
"PP","01PLANT.Bramble","08BIRD.Carduelis cannabina"
"PP","01PLANT.Bramble","08BIRD.Carduelis carduelis"
"PP","01PLANT.Bramble","08BIRD.Carduelis chloris"
"PP","01PLANT.Bramble","08BIRD.Columba palumbus"
"PP","01PLANT.Bramble","08BIRD.Corvus frugilegus"
"PP","01PLANT.Bramble","08BIRD.Corvus monedula"
"PP","01PLANT.Bramble","08BIRD.Emberiza citrinella"
"PP","01PLANT.Bramble","08BIRD.Fringilla coelebs"
"PP","01PLANT.Charlock","08BIRD.Carduelis cannabina"
"PP","01PLANT.Charlock","08BIRD.Carduelis chloris"
"PP","01PLANT.Charlock","08BIRD.Columba palumbus"
"PP","01PLANT.Charlock","08BIRD.Corvus frugilegus"
"PP","01PLANT.Charlock","08BIRD.Corvus monedula"
"PP","01PLANT.Charlock","08BIRD.Fringilla coelebs"
"PP","01PLANT.Charlock","08BIRD.Passer domesticus"
"PP","01PLANT.Chenopodium sp","08BIRD.Alauda arvensis"
"PP","01PLANT.Chenopodium sp","08BIRD.Alectoris rufa"
"PP","01PLANT.Chenopodium sp","08BIRD.Carduelis cannabina"
"PP","01PLANT.Chenopodium sp","08BIRD.Carduelis carduelis"
"PP","01PLANT.Chenopodium sp","08BIRD.Carduelis chloris"
"PP","01PLANT.Chenopodium sp","08BIRD.Columba palumbus"
"PP","01PLANT.Chenopodium sp","08BIRD.Corvus frugilegus"
"PP","01PLANT.Chenopodium sp","08BIRD.Corvus monedula"
"PP","01PLANT.Chenopodium sp","08BIRD.Emberiza citrinella"
"PP","01PLANT.Chenopodium sp","08BIRD.Fringilla coelebs"
"PP","01PLANT.Chenopodium sp","08BIRD.Passer domesticus"
"PP","01PLANT.Cleavers","08BIRD.Carduelis chloris"
"PP","01PLANT.Cleavers","08BIRD.Corvus monedula"
"PP","01PLANT.Cleavers","08BIRD.Fringilla coelebs"
"PP","01PLANT.Cleavers","08BIRD.Passer domesticus"
"PP","01PLANT.Clover sp","08BIRD.Alectoris rufa"
"PP","01PLANT.Clover sp","08BIRD.Carduelis cannabina"
"PP","01PLANT.Clover sp","08BIRD.Carduelis carduelis"
"PP","01PLANT.Clover sp","08BIRD.Carduelis chloris"
"PP","01PLANT.Clover sp","08BIRD.Columba palumbus"
"PP","01PLANT.Clover sp","08BIRD.Corvus monedula"
"PP","01PLANT.Clover sp","08BIRD.Emberiza citrinella"
"PP","01PLANT.Clover sp","08BIRD.Fringilla coelebs"
"PP","01PLANT.Common Field Speedwell","08BIRD.Carduelis cannabina"
"PP","01PLANT.Common Field Speedwell","08BIRD.Columba palumbus"
"PP","01PLANT.Common Mouse-ear","08BIRD.Alectoris rufa"
"PP","01PLANT.Common Mouse-ear","08BIRD.Carduelis cannabina"
"PP","01PLANT.Common Mouse-ear","08BIRD.Carduelis carduelis"
"PP","01PLANT.Common Mouse-ear","08BIRD.Carduelis chloris"
"PP","01PLANT.Common Mouse-ear","08BIRD.Columba palumbus"
"PP","01PLANT.Common Mouse-ear","08BIRD.Emberiza citrinella"
"PP","01PLANT.Common Mouse-ear","08BIRD.Fringilla coelebs"
"PP","01PLANT.Common Mouse-ear","08BIRD.Passer domesticus"
"PP","01PLANT.Creeping Buttercup","08BIRD.Alauda arvensis"
"PP","01PLANT.Creeping Buttercup","08BIRD.Carduelis cannabina"
"PP","01PLANT.Creeping Buttercup","08BIRD.Carduelis carduelis"
"PP","01PLANT.Creeping Buttercup","08BIRD.Carduelis chloris"
"PP","01PLANT.Creeping Buttercup","08BIRD.Columba palumbus"
"PP","01PLANT.Creeping Buttercup","08BIRD.Corvus frugilegus"
"PP","01PLANT.Creeping Buttercup","08BIRD.Corvus monedula"
"PP","01PLANT.Creeping Buttercup","08BIRD.Fringilla coelebs"
